img,caption,audio,audio_class
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/driving_buses/vdpLljrNOiBs_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/people_crowd/vc3Tavp3FOks_30_40_out.wav,people_crowd
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/playing_accordion/viDX2hpgHBaE_80_90_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/police_radio_chatter/vKazi-5LzjwY_29_39_out.wav,police_radio_chatter
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/rope_skipping/v1-AP0JB3kZA_9_19_out.wav,rope_skipping
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000208408.jpg,A European street scene with a person and vehicles.,/kaggle/input/wavoutput/skidding/vMf113Xr3kAU_70_80_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000143370.jpg,A bathroom with a toilet and a sink.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000181586.jpg,A black and white cat looking out a window over another cat.,/kaggle/input/wavoutput/wind_noise/vDFd1VIcYRG8_120_130_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000383464.jpg,Sunrise on an airport tarmac with a plane at the boarding ramp.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/car_engine_knocking/v3BzKyIKC_0Q_16_26_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/driving_buses/vOVLvUXcZ0Ek_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/people_crowd/viI_ZBE9zN5w_150_160_out.wav,people_crowd
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/playing_accordion/veK19IFDrxoo_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,A street scene with several cars and a bus.,/kaggle/input/wavoutput/skidding/vcZ-eLJZytsA_0_10_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000082673.jpg,A bus rides by a small car parked in front of a motor scooter,/kaggle/input/wavoutput/driving_buses/vWP3KsGOMMgU_50_60_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000082673.jpg,A bus rides by a small car parked in front of a motor scooter,/kaggle/input/wavoutput/mynah_bird_singing/vyjtHxqDRGPI_57_67_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000082673.jpg,A bus rides by a small car parked in front of a motor scooter,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000450308.jpg,A boy sits on a bicycle in a flooded street.,/kaggle/input/wavoutput/car_engine_knocking/v7raBooHPgTM_19_29_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000450308.jpg,A boy sits on a bicycle in a flooded street.,/kaggle/input/wavoutput/driving_buses/viM5F_PUvN68_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000450308.jpg,A boy sits on a bicycle in a flooded street.,/kaggle/input/wavoutput/playing_accordion/vQFh37Uo-VGE_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000450308.jpg,A boy sits on a bicycle in a flooded street.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000450308.jpg,A boy sits on a bicycle in a flooded street.,/kaggle/input/wavoutput/skidding/vmKKaKEeLxRc_350_360_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000322791.jpg,a plane in the air with a trail of smoke,/kaggle/input/wavoutput/missile_launch/vwG9zdaYd_xs_121_131_out.wav,missile_launch
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/car_engine_knocking/v3BzKyIKC_0Q_16_26_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/driving_buses/viXkpD0L_5Jg_10_20_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/horse_clip-clop/v53POF_i4kOY_1_11_out.wav,horse_clip-clop
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/playing_accordion/vWzEWBO4CoTU_160_170_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,a person riding skis in the middle of a snowy street,/kaggle/input/wavoutput/skidding/v93vpqbOExb0_340_350_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/ambulance_siren/vhmh0rL3iNjY_100_110_out.wav,ambulance_siren
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/car_engine_knocking/vSgiUkXZofnM_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/driving_buses/viXkpD0L_5Jg_10_20_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/playing_accordion/vWzEWBO4CoTU_160_170_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/police_car_(siren)/vkGz9COFjHfA_30_40_out.wav,police_car_(siren)
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,a busy city street with cars and a bus,/kaggle/input/wavoutput/skidding/v93vpqbOExb0_340_350_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000231846.jpg,closeup of a cat in a bathroom sink,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000031984.jpg,A girl that is standing next to a motorcycle.,/kaggle/input/wavoutput/driving_motorcycle/vk968_NNgQnA_110_120_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000538092.jpg,A man holding a cabinet in a kitchen.,/kaggle/input/wavoutput/beat_boxing/vb8AB16cO2hw_164_174_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000538092.jpg,A man holding a cabinet in a kitchen.,/kaggle/input/wavoutput/male_singing/v5mvUQdbVvIs_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000538092.jpg,A man holding a cabinet in a kitchen.,/kaggle/input/wavoutput/playing_volleyball/vLW-HbFmDHL8_15_25_out.wav,playing_volleyball
/kaggle/input/2017-2017/train2017/train2017/000000529691.jpg,A train traveling on a track through a nature park.,/kaggle/input/wavoutput/mynah_bird_singing/vLdO27jOWQG4_12_22_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000529691.jpg,A train traveling on a track through a nature park.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000036450.jpg,A smiling woman at work with a life size teddy bear,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000036450.jpg,A smiling woman at work with a life size teddy bear,/kaggle/input/wavoutput/female_singing/v3wkQRubO8Nk_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000036450.jpg,A smiling woman at work with a life size teddy bear,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000529691.jpg,A picturesque park with benches and big trees.,/kaggle/input/wavoutput/mynah_bird_singing/vxLJjJpGNGH4_46_56_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000529691.jpg,A picturesque park with benches and big trees.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000529691.jpg,A picturesque park with benches and big trees.,/kaggle/input/wavoutput/wind_noise/vG-ytp-KQnE4_30_40_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000430750.jpg,People walking toward an airplane to board it.,/kaggle/input/wavoutput/airplane_flyby/vK1USuyB0c-M_101_111_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000420958.jpg,The right wing of an airplane as it flies over a mountain range.,/kaggle/input/wavoutput/airplane_flyby/vJs6Pev8shCg_38_48_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000420958.jpg,The right wing of an airplane as it flies over a mountain range.,/kaggle/input/wavoutput/skiing/v0yBH0HeVBD8_36_46_out.wav,skiing
/kaggle/input/2017-2017/train2017/train2017/000000420958.jpg,The right wing of an airplane as it flies over a mountain range.,/kaggle/input/wavoutput/yodelling/vL9_u4Sw4KiU_108_118_out.wav,yodelling
/kaggle/input/2017-2017/train2017/train2017/000000158466.jpg,A man jumping in the air and catching a frisbee.,/kaggle/input/wavoutput/beat_boxing/vyuGQ_---us4_72_82_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000158466.jpg,A man jumping in the air and catching a frisbee.,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000158466.jpg,A man jumping in the air and catching a frisbee.,/kaggle/input/wavoutput/rope_skipping/v1-AP0JB3kZA_9_19_out.wav,rope_skipping
/kaggle/input/2017-2017/train2017/train2017/000000138599.jpg,A motorcycle sitting on display on a driveway.,/kaggle/input/wavoutput/driving_motorcycle/veYIH4_H9rsM_400_410_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A busy street intersection illuminated by streetlights and signs.,/kaggle/input/wavoutput/car_engine_knocking/vSgiUkXZofnM_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A busy street intersection illuminated by streetlights and signs.,/kaggle/input/wavoutput/driving_buses/vWP3KsGOMMgU_50_60_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A busy street intersection illuminated by streetlights and signs.,/kaggle/input/wavoutput/playing_accordion/viDX2hpgHBaE_80_90_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A busy street intersection illuminated by streetlights and signs.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A busy street intersection illuminated by streetlights and signs.,/kaggle/input/wavoutput/skidding/vcZ-eLJZytsA_0_10_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A woman holding a red umbrella traveling down a sidewalk.,/kaggle/input/wavoutput/beat_boxing/vb8AB16cO2hw_164_174_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A woman holding a red umbrella traveling down a sidewalk.,/kaggle/input/wavoutput/female_singing/vDNmRabPDTOQ_190_200_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A woman holding a red umbrella traveling down a sidewalk.,/kaggle/input/wavoutput/male_singing/vJhTmp7mL0EE_100_110_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000263664.jpg,"A bus, riksha, and two men on a scooter all on the same road. ",/kaggle/input/wavoutput/driving_buses/viXkpD0L_5Jg_10_20_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000263664.jpg,"A bus, riksha, and two men on a scooter all on the same road. ",/kaggle/input/wavoutput/driving_motorcycle/vkDkIdk0qVZ0_50_60_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000181586.jpg,A cat sitting in front of a window looking outside.,/kaggle/input/wavoutput/wind_noise/vpy4OXo8sQ8s_50_60_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000383464.jpg,An airplane tarmac with planes and trucks at sunset.,/kaggle/input/wavoutput/airplane_flyby/vJqfWmGGrP8Q_69_79_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000523400.jpg,A fancy bathroom with double mirrors and sinks.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000205570.jpg,A woman uses a paintbrush on a melting candle.,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000205570.jpg,A woman uses a paintbrush on a melting candle.,/kaggle/input/wavoutput/female_singing/v5SSH6_7yo0g_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000205570.jpg,A woman uses a paintbrush on a melting candle.,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000145523.jpg,A dirty toilet in a small cramped space.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000145523.jpg,A dirty toilet in a small cramped space.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000443351.jpg,One white motorcycle and one green motorcycle parked on the road,/kaggle/input/wavoutput/driving_motorcycle/veYIH4_H9rsM_400_410_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000443351.jpg,One white motorcycle and one green motorcycle parked on the road,/kaggle/input/wavoutput/mynah_bird_singing/vxLJjJpGNGH4_46_56_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000443351.jpg,One white motorcycle and one green motorcycle parked on the road,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000508605.jpg,A skateboarder jumping over the set of steps. ,/kaggle/input/wavoutput/rope_skipping/vhGqA7We5-fk_67_77_out.wav,rope_skipping
/kaggle/input/2017-2017/train2017/train2017/000000508605.jpg,A skateboarder jumping over the set of steps. ,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000556837.jpg,A toilet  with some kind of remote control.,/kaggle/input/wavoutput/toilet_flushing/vM7Xdwghu5Dc_10_20_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/car_engine_knocking/vbzbdXyWZbPs_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/driving_buses/viM5F_PUvN68_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/playing_accordion/veK19IFDrxoo_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/police_radio_chatter/vKazi-5LzjwY_29_39_out.wav,police_radio_chatter
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000278237.jpg,"Vehicles traveling on a very busy street, in both directions.",/kaggle/input/wavoutput/skidding/vMf113Xr3kAU_70_80_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/car_engine_knocking/vbzbdXyWZbPs_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/driving_buses/vWP3KsGOMMgU_50_60_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/frog_croaking/vGzHdD4P3-jo_20_30_out.wav,frog_croaking
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/playing_accordion/vi5LHakiuDAM_131_141_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,A street camera showing an empty street in the nighttime. ,/kaggle/input/wavoutput/skidding/vMf113Xr3kAU_70_80_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000097790.jpg,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,/kaggle/input/wavoutput/airplane_flyby/vKci3xCPkRMg_67_77_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000097790.jpg,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,/kaggle/input/wavoutput/machine_gun_shooting/vBFZPJRjX3vY_8_18_out.wav,machine_gun_shooting
/kaggle/input/2017-2017/train2017/train2017/000000097790.jpg,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,/kaggle/input/wavoutput/playing_snare_drum/vinDZgkJxPOY_69_79_out.wav,playing_snare_drum
/kaggle/input/2017-2017/train2017/train2017/000000097790.jpg,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,/kaggle/input/wavoutput/rope_skipping/vhGqA7We5-fk_67_77_out.wav,rope_skipping
/kaggle/input/2017-2017/train2017/train2017/000000556837.jpg,A toilet with buttons or a remote control.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/ambulance_siren/vdIUthrXjhGM_30_40_out.wav,ambulance_siren
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/car_engine_knocking/vSgiUkXZofnM_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/driving_buses/vOVLvUXcZ0Ek_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/frog_croaking/v3x5uHTdqlYM_33_43_out.wav,frog_croaking
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/playing_accordion/vQFh37Uo-VGE_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/police_car_(siren)/vefchS6a9Zhw_0_10_out.wav,police_car_(siren)
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000425690.jpg,The city streets are dark and deserted at night.,/kaggle/input/wavoutput/skidding/vmKKaKEeLxRc_350_360_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000317639.jpg,A double sinked bathroom has circular twig wreaths hanging above.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000552979.jpg,A cat in a field looking inside a barn.,/kaggle/input/wavoutput/chicken_crowing/vgkQgE3aMvug_8_18_out.wav,chicken_crowing
/kaggle/input/2017-2017/train2017/train2017/000000552979.jpg,A cat in a field looking inside a barn.,/kaggle/input/wavoutput/playing_saxophone/vi8-P7Sdtfeg_220_230_out.wav,playing_saxophone
/kaggle/input/2017-2017/train2017/train2017/000000289714.jpg,A woman In the kitchen opening her oven.,/kaggle/input/wavoutput/beat_boxing/vyuGQ_---us4_72_82_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000289714.jpg,A woman In the kitchen opening her oven.,/kaggle/input/wavoutput/female_singing/vDNmRabPDTOQ_190_200_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000289714.jpg,A woman In the kitchen opening her oven.,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000508605.jpg,A person is doing a skateboarding trick on the stairs of a public plaza.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/ambulance_siren/viE8PXIdYg4U_10_20_out.wav,ambulance_siren
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/car_engine_knocking/vbzbdXyWZbPs_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/driving_buses/viM5F_PUvN68_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/playing_accordion/veK19IFDrxoo_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/police_car_(siren)/vOprAaq4nAjc_30_40_out.wav,police_car_(siren)
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000319275.jpg,A person skiing down a snowy city street.,/kaggle/input/wavoutput/skidding/v2zDyhVx0-70_290_300_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000124766.jpg,A man wearing a blue bow tie and a fedora hat in a car. ,/kaggle/input/wavoutput/beat_boxing/v42-fMRhOthQ_31_41_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000124766.jpg,A man wearing a blue bow tie and a fedora hat in a car. ,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A young woman is carrying a red umbrella.,/kaggle/input/wavoutput/beat_boxing/v42-fMRhOthQ_31_41_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A young woman is carrying a red umbrella.,/kaggle/input/wavoutput/female_singing/v3wkQRubO8Nk_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000486194.jpg,A young woman is carrying a red umbrella.,/kaggle/input/wavoutput/male_singing/v5mvUQdbVvIs_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000477016.jpg,A child standing in front of a toy dishwasher.,/kaggle/input/wavoutput/child_singing/v71SPdPCdKFQ_30_40_out.wav,child_singing
/kaggle/input/2017-2017/train2017/train2017/000000477016.jpg,A child standing in front of a toy dishwasher.,/kaggle/input/wavoutput/rope_skipping/vZuGfqXa6hCY_69_79_out.wav,rope_skipping
/kaggle/input/2017-2017/train2017/train2017/000000363272.jpg,A man sitting on a concrete pedestal talking on the phone.,/kaggle/input/wavoutput/beat_boxing/v42-fMRhOthQ_31_41_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000363272.jpg,A man sitting on a concrete pedestal talking on the phone.,/kaggle/input/wavoutput/male_singing/vJhTmp7mL0EE_100_110_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000498547.jpg,The kitchen has many grill with pots hanging all around.,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000498547.jpg,The kitchen has many grill with pots hanging all around.,/kaggle/input/wavoutput/male_singing/v5mvUQdbVvIs_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000501055.jpg,i see part of an airplane flying in the sky.,/kaggle/input/wavoutput/airplane_flyby/vuAcUff698PE_41_51_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000501055.jpg,i see part of an airplane flying in the sky.,/kaggle/input/wavoutput/helicopter/vjOpJrCQrfLc_30_40_out.wav,helicopter
/kaggle/input/2017-2017/train2017/train2017/000000181586.jpg,One cat is looking out a window and another cat is out on the ledge.,/kaggle/input/wavoutput/wind_noise/vG-ytp-KQnE4_30_40_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000383464.jpg,An airport and parking lot scene shows the sun at horizon.,/kaggle/input/wavoutput/mynah_bird_singing/vLdO27jOWQG4_12_22_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000383464.jpg,An airport and parking lot scene shows the sun at horizon.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000148272.jpg,A little kitten is stuffed into a woman's purse.,/kaggle/input/wavoutput/beat_boxing/v42-fMRhOthQ_31_41_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000148272.jpg,A little kitten is stuffed into a woman's purse.,/kaggle/input/wavoutput/female_singing/v3wkQRubO8Nk_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000148272.jpg,A little kitten is stuffed into a woman's purse.,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000249371.jpg,A large group of sheep are grazing in a field.,/kaggle/input/wavoutput/people_sniggering/vxx9tmq1veog_30_40_out.wav,people_sniggering
